ApprovalDate,ApprovalFY,NoEmp,CreateJob,RetainedJob,DisbursementDate,DisbursementGross,Accept,NewExist_Binary,Franchise_Binary,UrbanRural_Binary,RevLineCr_Binary,LowDoc_Binary,ApprovalDate_quarter,DisbursementDate_quarter,Bank_Categorized,Bank_Categorized_cod,BankState_Categorized,BankState_Categorized_cod,ApprovalFY_Grouped,ApprovalFY_Grouped_cod,NoEmp_Grouped,NoEmp_Grouped_cod,CreateJob_Binary,RetainedJob_Binary,DisbursementGross_Grouped,DisbursementGross_Grouped_cod
3,1999,3,0,0,6,632000,1,1,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,500k+,4
6,1997,1,0,0,10,145000,0,1,0,1,0,0,2,4,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
6,1994,18,7,11,6,246000,1,1,0,1,0,0,2,2,Otros,8,OH,2,1990-1994,4,15+,4,1,1,150k-500k,3
12,2005,12,0,12,2,45000,1,1,0,1,0,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,6-15,3,0,1,30k-75k,1
3,2005,6,0,0,4,147600,1,0,0,0,0,1,1,2,Otros,8,OH,2,2005-2009,7,6-15,3,0,0,75k-150k,2
3,2005,13,0,13,3,59800,1,1,0,1,0,0,1,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,30k-75k,1
10,2005,4,0,4,7,123244,1,1,0,0,1,0,4,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,75k-150k,2
6,1987,26,2,24,2,200000,1,1,1,1,0,0,2,1,Otros,8,OH,2,1985-1989,3,15+,4,1,1,150k-500k,3
8,2001,4,4,8,10,214200,1,1,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,1,1,150k-500k,3
5,1997,1,0,0,2,1600000,1,0,0,1,0,0,2,1,WELLS FARGO BANK NATL ASSOC,12,Otros,3,1995-1999,5,1-2,1,0,0,500k+,4
12,2002,1,2,1,3,25000,0,0,0,1,0,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,1,1,0-30k,0
4,2005,1,5,6,6,137700,1,0,0,0,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,1,1,75k-150k,2
10,2004,1,0,1,10,17597,1,1,0,0,1,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,0,1,0-30k,0
10,2007,2,0,2,11,20695,1,1,0,0,1,0,4,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,1-2,1,0,1,0-30k,0
7,2001,2,0,2,8,150000,1,1,0,1,1,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,1-2,1,0,1,75k-150k,2
12,1998,1,0,0,1,75000,0,0,0,1,0,0,4,1,Otros,8,Otros,3,1995-1999,5,1-2,1,0,0,30k-75k,1
10,1985,4,0,0,10,235000,0,1,0,1,0,0,4,4,Otros,8,OH,2,1985-1989,3,3-5,2,0,0,150k-500k,3
7,2010,0,0,0,8,10000,1,1,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,0-30k,0
6,1999,28,50,28,3,961000,1,0,0,1,0,0,2,1,Otros,8,OH,2,1995-1999,5,15+,4,1,1,500k+,4
7,2002,5,0,0,9,74000,1,1,0,1,0,1,3,3,FIFTH THIRD BANK,3,OH,2,2000-2004,6,3-5,2,0,0,30k-75k,1
1,1997,4,0,0,2,61000,1,1,0,1,0,0,1,1,Otros,8,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
3,2011,2,0,2,3,10000,1,1,0,0,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2010-2014,8,1-2,1,0,1,0-30k,0
12,2007,0,0,1,4,66764,1,1,0,1,1,0,4,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,0,0,0,1,30k-75k,1
10,2007,1,1,0,12,81500,1,0,0,0,0,0,4,4,Otros,8,OH,2,2005-2009,7,1-2,1,1,0,75k-150k,2
9,2006,1,0,0,10,93500,1,1,0,1,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,1-2,1,0,0,75k-150k,2
8,2001,3,0,0,1,150000,1,0,0,0,0,1,3,1,Otros,8,OH,2,2000-2004,6,3-5,2,0,0,75k-150k,2
11,2007,3,0,3,11,108825,1,1,0,1,1,0,4,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,75k-150k,2
9,1993,10,0,0,10,405000,1,0,1,1,0,0,3,4,WELLS FARGO BANK NATL ASSOC,12,Otros,3,1990-1994,4,6-15,3,0,0,150k-500k,3
5,1991,3,0,0,7,56000,1,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,3-5,2,0,0,30k-75k,1
3,2005,1,0,1,4,35000,1,1,0,1,0,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,30k-75k,1
10,2007,0,0,0,11,9900,1,1,0,1,0,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
3,2008,10,0,10,3,205000,1,1,0,1,0,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,6-15,3,0,1,150k-500k,3
3,2006,1,2,1,4,50000,0,1,0,1,1,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,30k-75k,1
4,1995,3,0,0,4,80000,1,0,0,1,0,1,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
1,1996,2,0,0,4,100000,1,1,0,1,0,0,1,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
7,1993,35,0,0,7,270000,1,1,0,1,0,0,3,3,Otros,8,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
9,2006,5,0,5,9,204304,0,1,0,1,1,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,3-5,2,0,1,150k-500k,3
3,1991,15,7,8,10,207000,1,1,0,1,0,0,1,4,Otros,8,OH,2,1990-1994,4,6-15,3,1,1,150k-500k,3
3,2005,4,0,4,8,7458,0,0,0,1,1,0,1,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
2,2000,2,1,2,6,50000,1,0,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,1,30k-75k,1
1,2005,13,0,13,5,50000,1,0,0,1,0,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,30k-75k,1
9,2000,25,5,25,11,100000,1,1,0,1,1,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,15+,4,1,1,75k-150k,2
9,1993,57,0,0,1,491500,1,1,0,1,0,0,3,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
3,2005,6,0,6,2,25000,1,1,0,1,1,0,1,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,0-30k,0
8,2001,16,0,0,8,1333333,1,1,1,1,0,0,3,3,Otros,8,OH,2,2000-2004,6,15+,4,0,0,500k+,4
12,2004,7,0,0,5,300000,1,1,0,1,0,0,4,2,FIFTH THIRD BANK,3,OH,2,2000-2004,6,6-15,3,0,0,150k-500k,3
2,2006,2,5,2,2,73965,1,0,0,0,1,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,30k-75k,1
2,2007,5,0,5,11,5000,1,1,0,1,1,0,1,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
10,2003,6,0,6,12,50000,1,1,0,1,0,0,4,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2000-2004,6,6-15,3,0,1,30k-75k,1
12,2005,2,0,2,1,200000,1,1,0,0,1,0,4,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,1-2,1,0,1,150k-500k,3
2,2007,6,0,6,3,226082,1,1,0,1,1,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,6-15,3,0,1,150k-500k,3
9,1997,4,0,0,11,95000,1,1,0,1,0,1,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
11,2001,110,0,0,1,400000,1,1,0,1,0,0,4,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,15+,4,0,0,150k-500k,3
8,2005,4,0,0,8,107000,1,1,0,1,0,1,3,3,FIFTH THIRD BANK,3,OH,2,2005-2009,7,3-5,2,0,0,75k-150k,2
11,2006,2,0,2,12,70000,0,1,0,0,0,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,30k-75k,1
4,2002,24,4,24,5,427500,1,1,0,1,0,0,2,2,Otros,8,OH,2,2000-2004,6,15+,4,1,1,150k-500k,3
6,2005,6,0,0,8,135000,1,1,0,0,0,1,2,3,Otros,8,OH,2,2005-2009,7,6-15,3,0,0,75k-150k,2
1,2007,5,1,4,4,114892,1,0,0,1,1,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,75k-150k,2
3,2000,6,0,0,3,81000,1,1,0,1,0,0,1,1,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,75k-150k,2
11,2008,22,2,20,4,960000,0,0,0,0,0,0,4,2,Otros,8,Otros,3,2005-2009,7,15+,4,1,1,500k+,4
6,2004,11,0,11,6,45900,1,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,0,1,30k-75k,1
3,2006,5,1,5,4,171000,0,0,1,1,0,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,1,1,150k-500k,3
10,2012,34,32,34,11,2775000,1,1,0,1,0,0,4,4,Otros,8,OH,2,2010-2014,8,15+,4,1,1,500k+,4
3,1995,3,0,0,7,40000,1,1,0,1,0,0,1,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,3-5,2,0,0,30k-75k,1
3,2007,3,0,3,4,20000,1,1,0,1,1,0,1,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,0-30k,0
9,2004,1,0,0,12,25000,1,1,0,0,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,0,0-30k,0
3,2006,6,1,6,4,91851,0,1,0,0,1,0,1,2,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,6-15,3,1,1,75k-150k,2
7,2005,2,0,0,8,175000,1,0,0,0,0,0,3,3,Otros,8,OH,2,2005-2009,7,1-2,1,0,0,150k-500k,3
1,2003,42,8,42,3,100000,1,1,1,1,0,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,15+,4,1,1,75k-150k,2
3,2005,1,0,1,4,15000,1,0,0,1,0,0,1,2,Otros,8,Otros,3,2005-2009,7,1-2,1,0,1,0-30k,0
12,2006,12,0,0,2,81800,1,1,0,0,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,6-15,3,0,0,75k-150k,2
8,1999,12,5,12,10,191800,1,1,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,6-15,3,1,1,150k-500k,3
3,2004,20,0,0,3,87409,0,0,0,1,0,1,1,1,Otros,8,OH,2,2000-2004,6,15+,4,0,0,75k-150k,2
4,2002,2,0,0,6,31000,1,0,0,1,0,1,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,0,30k-75k,1
3,2005,3,0,3,6,81014,1,1,0,0,1,0,1,2,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,3-5,2,0,1,75k-150k,2
7,2012,70,10,70,7,700000,1,1,0,0,0,0,3,3,Otros,8,OH,2,2010-2014,8,15+,4,1,1,500k+,4
10,2001,7,0,7,10,75000,1,1,0,1,0,0,4,4,FIFTH THIRD BANK,3,Otros,3,2000-2004,6,6-15,3,0,1,30k-75k,1
5,2009,1,37,0,7,1815000,1,1,1,1,0,0,2,3,Otros,8,OH,2,2005-2009,7,1-2,1,1,0,500k+,4
6,2006,5,0,5,6,81300,1,0,0,1,0,0,2,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,75k-150k,2
9,2002,2,0,0,9,390000,1,1,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,0,150k-500k,3
12,2003,35,0,0,12,1000000,1,1,0,1,0,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,15+,4,0,0,500k+,4
4,2011,1,0,1,4,25400,1,0,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2010-2014,8,1-2,1,0,1,0-30k,0
8,2009,199,0,0,12,650000,1,1,0,0,1,0,3,4,Otros,8,OH,2,2005-2009,7,15+,4,0,0,500k+,4
5,1990,80,0,0,7,275000,1,1,0,1,0,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
1,2005,30,5,35,1,108408,0,1,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,15+,4,1,1,75k-150k,2
4,2005,1,2,1,2,35661,1,0,0,1,1,0,2,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,30k-75k,1
8,2009,4,2,4,8,12500,0,1,0,1,0,0,3,3,Otros,8,Otros,3,2005-2009,7,3-5,2,1,1,0-30k,0
4,2004,4,1,4,6,77000,1,0,0,1,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,3-5,2,1,1,75k-150k,2
3,1997,7,0,0,9,150000,1,1,0,1,0,0,1,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,6-15,3,0,0,75k-150k,2
11,1996,12,0,0,1,76400,1,0,0,1,0,1,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
10,2005,55,9,0,1,435000,1,1,0,0,0,0,4,1,Otros,8,OH,2,2005-2009,7,15+,4,1,0,150k-500k,3
1,2007,70,0,70,2,1431200,1,1,0,1,0,0,1,1,FIFTH THIRD BANK,3,OH,2,2005-2009,7,15+,4,0,1,500k+,4
11,2007,5,0,0,12,824119,0,0,0,1,0,0,4,4,Otros,8,OH,2,2005-2009,7,3-5,2,0,0,500k+,4
1,2007,0,0,0,3,56500,0,1,0,1,1,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
9,2002,4,1,4,8,50000,1,1,0,1,1,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,1,1,30k-75k,1
1,1987,14,4,10,6,145000,1,1,0,1,0,0,1,2,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1985-1989,3,6-15,3,1,1,75k-150k,2
3,1990,7,0,0,4,85000,1,1,0,1,0,0,1,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1990-1994,4,6-15,3,0,0,75k-150k,2
8,2003,2,0,0,10,25000,0,1,0,1,0,1,3,4,CAPITAL ONE NATL ASSOC,0,Otros,3,2000-2004,6,1-2,1,0,0,0-30k,0
4,1997,1,0,0,6,920000,1,0,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,500k+,4
9,1997,34,15,34,8,631000,1,1,0,1,0,0,3,3,Otros,8,OH,2,1995-1999,5,15+,4,1,1,500k+,4
11,2006,9,9,9,2,15150,1,0,0,1,1,0,4,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,6-15,3,1,1,0-30k,0
10,2009,0,0,0,10,56389,0,1,0,1,1,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
4,1991,8,2,6,8,54000,1,1,0,1,0,0,2,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1990-1994,4,6-15,3,1,1,30k-75k,1
8,2005,2,1,2,11,19908,0,0,0,1,1,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,0-30k,0
10,1999,35,13,0,5,247000,1,1,0,1,0,0,4,2,Otros,8,OH,2,1995-1999,5,15+,4,1,0,150k-500k,3
10,2008,2,0,2,2,60000,1,1,0,0,0,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,0,1,30k-75k,1
5,1996,37,0,0,7,100000,1,1,0,1,0,1,2,3,Otros,8,Otros,3,1995-1999,5,15+,4,0,0,75k-150k,2
7,2001,10,0,10,9,30000,1,1,0,1,1,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,6-15,3,0,1,0-30k,0
1,1989,132,0,0,4,420000,1,1,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1985-1989,3,15+,4,0,0,150k-500k,3
11,2006,3,0,3,12,30000,1,1,0,1,0,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
9,1990,7,0,0,10,150000,1,1,0,1,0,0,3,4,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1990-1994,4,6-15,3,0,0,75k-150k,2
9,1998,3,0,0,3,57000,1,1,0,1,0,1,3,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
3,2007,1,0,1,3,60188,1,0,0,1,1,0,1,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,1-2,1,0,1,30k-75k,1
3,2008,1,0,1,4,30000,0,1,0,0,0,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
3,2005,5,3,8,4,50000,0,1,0,1,0,0,1,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,3-5,2,1,1,30k-75k,1
10,2005,1,0,1,11,62256,0,1,0,0,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,30k-75k,1
4,2009,5,5,0,8,20000,1,0,0,1,1,0,2,3,Otros,8,Otros,3,2005-2009,7,3-5,2,1,0,0-30k,0
1,2002,14,0,0,6,150000,1,1,0,1,0,1,1,2,FIFTH THIRD BANK,3,OH,2,2000-2004,6,6-15,3,0,0,75k-150k,2
6,1998,2,0,0,9,95000,0,1,0,1,0,1,2,3,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
3,1996,23,0,0,4,120000,0,1,0,1,0,0,1,2,FIFTH THIRD BANK,3,OH,2,1995-1999,5,15+,4,0,0,75k-150k,2
4,2004,3,0,0,7,208000,1,1,0,1,0,0,2,3,Otros,8,OH,2,2000-2004,6,3-5,2,0,0,150k-500k,3
9,2003,9,0,9,9,119999,0,1,0,1,1,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,0,1,75k-150k,2
8,1983,65,0,0,5,500000,1,1,0,1,0,0,3,2,Otros,8,Otros,3,1980-1984,2,15+,4,0,0,150k-500k,3
12,2006,55,0,55,4,74356,1,1,0,0,1,0,4,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,15+,4,0,1,30k-75k,1
6,2011,0,30,0,9,371500,1,0,1,1,0,0,2,3,Otros,8,DE,0,2010-2014,8,0,0,1,0,150k-500k,3
11,2007,1,0,1,11,77405,1,0,0,0,1,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,0,1,75k-150k,2
8,1995,1,0,0,10,30000,1,0,0,1,0,1,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
4,1997,1,0,0,5,28076,1,1,0,1,0,1,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
5,1984,1,0,0,8,25000,0,0,0,1,0,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1980-1984,2,1-2,1,0,0,0-30k,0
6,1997,17,0,0,6,50000,1,1,0,1,0,1,2,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1995-1999,5,15+,4,0,0,30k-75k,1
11,2005,1,0,20,1,19266,1,1,0,1,1,0,4,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
3,2004,7,0,0,6,290000,1,0,0,0,0,0,1,2,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,150k-500k,3
12,1991,75,0,0,1,180000,1,1,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
5,2008,0,0,0,6,10800,1,1,0,0,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
4,1989,2,0,0,10,105000,1,0,0,1,0,0,2,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1985-1989,3,1-2,1,0,0,75k-150k,2
10,2006,5,2,3,11,25000,1,0,0,1,1,0,4,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,3-5,2,1,1,0-30k,0
11,1996,1,0,0,6,696662,1,0,0,1,0,0,4,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,500k+,4
4,2003,10,0,0,5,461000,1,1,0,1,0,0,2,2,FIFTH THIRD BANK,3,OH,2,2000-2004,6,6-15,3,0,0,150k-500k,3
4,2002,5,0,5,5,160700,1,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,0,1,150k-500k,3
6,2003,1,10,10,7,50000,1,0,0,0,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,1,30k-75k,1
4,2005,1,0,1,5,35000,1,1,0,0,0,0,2,2,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,1-2,1,0,1,30k-75k,1
12,2003,6,0,0,1,48000,1,1,0,0,0,1,4,1,FIFTH THIRD BANK,3,OH,2,2000-2004,6,6-15,3,0,0,30k-75k,1
11,1997,2,0,0,8,15240,1,0,0,1,0,1,4,3,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
10,2005,4,0,4,12,26233,1,1,0,0,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
3,2006,6,0,0,3,185000,1,0,1,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,6-15,3,0,0,150k-500k,3
5,1997,3,0,0,8,49000,1,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
4,2004,1,10,1,6,83178,1,0,0,1,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,1,1,75k-150k,2
1,1996,3,0,0,4,82000,1,1,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
3,2006,0,0,0,4,329800,1,1,0,0,0,0,1,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,0,0,0,0,150k-500k,3
4,1999,3,0,3,6,72000,1,1,0,0,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,1,30k-75k,1
2,1999,2,0,0,6,120000,1,0,0,1,0,1,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
8,2000,13,3,13,8,71000,0,1,0,1,1,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,6-15,3,1,1,30k-75k,1
8,2009,5,1,5,9,20000,1,0,0,1,0,0,3,3,Otros,8,Otros,3,2005-2009,7,3-5,2,1,1,0-30k,0
7,2001,2,1,2,5,36000,1,1,0,1,0,0,3,2,FIFTH THIRD BANK,3,OH,2,2000-2004,6,1-2,1,1,1,30k-75k,1
1,2000,13,0,0,9,116000,1,0,0,1,0,1,1,3,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,75k-150k,2
4,2005,6,2,6,6,420000,1,1,0,1,0,0,2,2,FIFTH THIRD BANK,3,OH,2,2005-2009,7,6-15,3,1,1,150k-500k,3
9,1993,10,0,0,4,280000,1,1,0,1,0,0,3,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1990-1994,4,6-15,3,0,0,150k-500k,3
3,2007,1,0,1,5,17500,1,0,0,1,0,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,0,1,0-30k,0
3,1988,6,5,1,4,75000,1,1,0,1,0,0,1,2,Otros,8,OH,2,1985-1989,3,6-15,3,1,1,30k-75k,1
2,2003,5,0,5,2,40000,1,1,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2000-2004,6,3-5,2,0,1,30k-75k,1
8,2004,1,1,1,12,37031,0,1,0,0,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,1,30k-75k,1
9,1995,1,0,0,1,12258,1,0,0,1,0,1,3,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
1,2007,3,15,3,2,200000,1,0,0,1,0,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,3-5,2,1,1,150k-500k,3
12,2009,2,4,2,1,62000,1,1,0,1,1,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,30k-75k,1
4,1987,32,12,20,3,192000,1,1,0,1,0,0,2,1,COMMUNITY CAP. DEVEL CORP,2,OH,2,1985-1989,3,15+,4,1,1,150k-500k,3
6,2005,4,1,4,8,725000,1,1,0,0,0,0,2,3,Otros,8,Otros,3,2005-2009,7,3-5,2,1,1,500k+,4
4,2007,2,0,2,5,100800,0,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,0,1,75k-150k,2
10,2011,0,0,0,11,64700,1,1,0,1,1,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,30k-75k,1
9,1998,2,0,0,12,80000,1,0,0,1,0,1,3,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
